Name,Critic_Score,Developer
Guitar Hero: Smash Hits,74,Beenox
Tom Clancy's HAWX,73,Ubisoft Romania
Alice: Madness Returns,70,Spicy Horse
Shin Megami Tensei IV,83,Atlus
NBA 2K7,84,"Kush Games, Visual Concepts"
NHL 12,86,Electronic Arts
NASCAR: Dirt to Daytona,84,Monster Games Inc.
Unreal Tournament,77,Epic Games
Digimon World 2,42,Bandai
Prince of Persia: The Two Thrones,85,Ubisoft
JoJo's Bizarre Adventure: All Star Battle,71,CyberConnect2
Contra: Shattered Soldier,78,KCET
Final Fantasy: The 4 Heroes of Light,71,Matrix Software
Rayman Legends,91,Ubisoft Montpellier
FIFA Soccer,79,Electronic Arts
Tenchu 2: Birth of the Stealth Assassins,77,Acquire
Tony Hawk's Pro Skater 4,91,Neversoft Entertainment
Naruto: Uzumaki Chronicles 2,52,Cavia Inc.
NHL 06,78,EA Canada
Parasite Eve II,79,SquareSoft
Skate it,70,Electronic Arts
Madden NFL 2002,90,EA Sports
Phineas and Ferb: Across the 2nd Dimension,76,High Impact Games
Far Cry Instincts,85,Ubisoft Montreal
Tony Hawk's Pro Skater 4,85,Vicarious Visions
ATV Offroad Fury: Blazin' Trails,63,Climax Group
Tales of the Abyss,78,Namco
Payday 2,75,Overkill Software
Blacksite: Area 51,62,Midway Studios - Austin
Spyro Orange: The Cortex Conspiracy,60,Vicarious Visions
XCOM: Enemy Unknown,89,Firaxis Games
Skylanders: Spyro's Adventure,82,Vicarious Visions
The Sims 3: World Adventures,81,The Sims Studio
Madden NFL 06,86,EA Sports
Titanfall 2,87,Respawn Entertainment
BlazBlue: Calamity Trigger,87,Arc System Works
Iron Man,45,Secret Level
Naruto: Ultimate Ninja 2,73,CyberConnect2
NHL 10,88,EA Canada
Rock Band 3,91,Harmonix Music Systems
Blood Wake,71,Stormfront Studios
Dynasty Warriors 5: Xtreme Legends,57,Omega Force
WWE 2K15,56,Yuke's
FIFA World Cup Germany 2006,77,EA Canada
Wreckless: ThE YaKuza MisSiOns,74,Bunkasha Publishing
Defiance,60,Trion Worlds
Disgaea 4: A Promise Unforgotten,80,Nippon Ichi Software
SpongeBob SquarePants: Battle for Bikini Bottom,70,Heavy Iron Studios
Doom 3 BFG Edition,67,id Software
Spider-Man 3,63,Treyarch
Pro Evolution Soccer 2012,74,Konami
The Conduit,69,High Voltage Software
Just Dance 2016,73,Ubisoft
Disney Universe,66,Eurocom Entertainment Software
RalliSport Challenge,87,Digital Illusions
Resident Evil Outbreak File #2,58,Capcom
Top Spin 3,75,Pam Development
XIII,73,Ubisoft Paris
Tomb Raider: Anniversary,78,Crystal Dynamics
Rune Factory 4,78,Neverland
3D Dot Game Heroes,77,Silicon Studio
Up,62,Asobo Studio
Breath of Fire IV,83,Capcom
True Crime: Streets of LA,77,Exakt
Odin Sphere,83,Vanilla Ware
Titanfall,86,Respawn Entertainment
Arena Football,66,EA Tiburon
The Lord of the Rings: The Return of the King,77,Griptonite Games
NHL Hitz 20-02,78,Black Box
The Legend of Spyro: Dawn of the Dragon,64,Etranges Libellules
Classic NES Series: Dr. Mario,66,Nintendo
The Sims: Bustin' Out,81,Maxis
NCAA March Madness 07,63,EA Canada
"Monsters, Inc. Scream Team",65,Artificial Mind and Movement
"Warhammer 40,000: Space Marine",76,Relic
Top Spin 3,78,Pam Development
Cabela's Big Game Hunter 2005 Adventures,55,Sand Grain Studios
LEGO Rock Band,71,TT Fusion
Battlefield 2: Modern Combat,80,Digital Illusions
Tom Clancy's HAWX,74,Ubisoft Romania
All-Star Baseball 2002,77,Acclaim Studios Austin
Need for Speed: Most Wanted,80,EA Canada
Bolt,50,Avalanche Software
WWE Raw 2,68,Anchor
Manhunt 2,67,Rockstar London
Fullmetal Alchemist and the Broken Angel,56,Racjin
Tony Hawk's Project 8,68,Page 44 Studios
Batman Begins,64,Eurocom Entertainment Software
Tony Hawk's Proving Ground,72,Neversoft Entertainment
Dr. Seuss' The Cat in the Hat,56,Magenta Software
Barbie Groovy Games,47,Digital Illusions
Wolfenstein,72,"id Software, Raven Software"
Blinx: The Time Sweeper,71,Artoon
ESPN NFL Football,91,Visual Concepts
Major League Baseball 2K5,81,Kush Games
Tetris Party Deluxe,72,"Tetris Online, Inc"
Gravity Rush,83,SCE Japan Studio
Quantum Break,77,Remedy Entertainment
Archer Maclean's Mercury,75,Awesome Studios
TMNT,58,Ubisoft Montreal
Soldier of Fortune: Gold Edition,59,Pipe Dream Interactive
Final Fantasy IV: The Complete Collection,77,Bullets
Frontlines: Fuel of War,75,Kaos Studios
MX 2002 Featuring Ricky Carmichael,76,Pacific Coast Power & Light
NCAA Football 07,88,EA Sports
Lunar: Silver Star Story Complete,78,Game Arts
Harvest Moon: The Tale of Two Towns,68,Marvelous Entertainment
No More Heroes,83,Grasshopper Manufacture
God of War: Origins Collection,84,Ready at Dawn
Dora The Explorer: Dora Saves the Snow Princess,47,High Voltage Software
Soul Reaver 2,80,Crystal Dynamics
Metal Gear Solid 3: Subsistence,94,Aspect
Enslaved: Odyssey to the West,80,Ninja Theory
WWF Raw,68,Anchor
Guitar Hero Live,81,FreeStyleGames
Extermination,67,Deep Space
Batman: Vengeance,68,Ubisoft
Hot Shots Golf: World Invitational,76,Clap Hanz
Tony Hawk's Pro Skater 3,93,Neversoft Entertainment
Mega Man Zero,82,Inti
Resident Evil: Revelations 2,75,Capcom
NBA 2K8,81,Visual Concepts
Rayman Origins,92,UBlart Montpellier
Assassin's Creed: Unity,70,"Ubisoft, Ubisoft Montreal"
MX vs. ATV: Alive,63,THQ Digital Studio Phoenix
Shrek 2,72,"Luxoflux, Inc."
Purr Pals,67,Brain Toys
Assassin's Creed II,86,Ubisoft Montreal
Tak and the Power of Juju,79,Avalanche Software
Lips: Number One Hits,70,iNiS
Turok: Evolution,68,Acclaim
Jak X: Combat Racing,76,Naughty Dog
American Idol,41,Hothouse Creations
Red Dead Revolver,74,Rockstar San Diego
CrossworDS,67,Nuevo Retro Games
Viva Pinata: Pocket Paradise,82,Rare Ltd.
Sly Cooper: Thieves in Time,75,Sanzaru Games
Iron Man,47,Artificial Mind and Movement
Spec Ops: The Line,77,Yager
The SpongeBob SquarePants Movie,74,Heavy Iron Studios
NHL 14,80,Electronic Arts
F1 2013,77,Codemasters Birmingham
Legends of WrestleMania,70,Yuke's
Tiger Woods PGA Tour 08,80,EA Salt Lake
Dance Dance Revolution Ultramix,82,Konami Computer Entertainment Hawaii
Crash Tag Team Racing,66,Radical Entertainment
Front Mission 4,75,Square Enix
Rayman Origins,88,UBlart Montpellier
F.E.A.R.,72,Day 1 Studios
Enslaved: Odyssey to the West,82,Ninja Theory
Dragon Ball Z: Shin Budokai,70,Dimps Corporation
Tiger Woods PGA Tour 13,75,Electronic Arts
Dynasty Warriors: Gundam 3,58,"Omega Force, Koei Tecmo Games"
Def Jam: Fight for NY,84,Aki Corp.
Tiger Woods PGA Tour 11,84,EA Sports
NBA Live 10,81,EA Canada
Metro 2033,77,4A Games
Fire Emblem: Path of Radiance,85,Intelligent Systems
Hotel Dusk: Room 215,78,Cing
Final Fantasy Explorers,69,Racjin
SSX Tricky,87,EA Sports Big
Greg Hastings' Tournament Paintball,74,WXP
ESPN NBA Basketball,89,Visual Concepts
Dragon Ball Z: Ultimate Tenkaichi,55,Spike
Sacred 2: Fallen Angel,71,"Ascaron Entertainment GmbH, Ascaron Entertainment"
Two Worlds II,67,Reality Pump
Over the Hedge,58,Edge of Reality
Mat Hoffman's Pro BMX,80,Shaba Games
NHL 14,81,Electronic Arts
The Hobbit,59,Inevitable Entertainment
War of the Monsters,80,Incognito Inc.
Harry Potter and the Deathly Hallows - Part 1,41,Electronic Arts
NBA Street Vol. 2,88,Electronic Arts
The Incredible Hulk: Ultimate Destruction,83,Radical Entertainment
Time Crisis: Razing Storm,58,Nex Entertainment
Summer Sports: Paradise Island,46,Destineer
Time Crisis II,81,Namco
NCAA March Madness 06,78,EA Canada
LEGO Dimensions,62,Traveller's Tales
Valkyria Chronicles II,83,Sega
Tatsunoko vs. Capcom: Ultimate All-Stars,85,Eighting
Rune Factory: A Fantasy Harvest Moon,78,Neverland
Legacy of Kain: Defiance,75,Crystal Dynamics
NCAA March Madness 2005,78,EA Canada
007 Racing,51,Eutechnyx
Tactics Ogre: Let Us Cling Together,87,Square Enix
Conflict: Vietnam,58,Pivotal Games
Dragon's Crown,82,Vanillaware
MLB SlugFest 20-04,78,Midway
Blitz: The League,78,Midway
Manhunt 2,62,Rockstar Toronto
Just Dance 2015,70,Ubisoft
The LEGO Movie Videogame,69,TT Games
Overwatch,91,Blizzard Entertainment
Peter Jackson's King Kong: The Official Game of the Movie,82,Ubisoft Montpellier
Burnout Revenge,89,Criterion Games
Medal of Honor: European Assault,72,EA LA
Ty the Tasmanian Tiger 2: Bush Rescue,71,Krome Studios
The Lord of the Rings: The Fellowship of the Ring,59,WXP
NBA 06,63,SCEA Sports Studio
Excite Truck,72,Monster Games Inc.
Magician's Quest: Mysterious Times,69,Konami
X-Men Legends,81,Raven Software
StarCraft II: Legacy of the Void,88,Blizzard Entertainment
ModNation Racers,73,SCEA San Diego Studios
WWE SmackDown vs. Raw 2010,75,Yuke's
Oni,69,Rockstar Toronto
Tom Clancy's Ghost Recon Advanced Warfighter 2,61,"High Voltage Software, Ubisoft Paris"
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,47,Incinerator Games
Terminator Salvation,43,GRIN
The Lord of the Rings: The Two Towers,82,Stormfront Studios
Batman: Arkham City,91,Rocksteady Studios
Juiced,68,Juice Games
The Warriors,84,Rockstar Toronto
Star Fox Command,76,Q-Games
Bulletstorm,83,"Epic Games, People Can Fly"
Return to Castle Wolfenstein: Operation Resurrection,66,Raster
Mario Tennis: Power Tour,81,Camelot Software Planning
Seaman,82,Vivarium
Michael Jackson: The Experience,66,Ubisoft Montreal
Stuntman: Ignition,76,Paradigm Entertainment
F.E.A.R. 2: Project Origin,77,Monolith Productions
Mystery Dungeon: Shiren the Wanderer,69,ChunSoft
GT Pro Series,41,MTO
Tiger Woods PGA Tour 11,79,EA Sports
The Golden Compass,46,Shiny Entertainment
Final Fantasy Chronicles,89,TOSE
F1 2009,68,Sumo Digital
Syphon Filter 3,73,Sony Bend
Metal Gear Solid 2: Substance,87,KCEJ
Tales of Symphonia: Dawn of the New World,68,Bandai Namco Games
NBA Live 08,73,EA Canada
We Love Katamari,86,Namco
Sesame Street: Once Upon A Monster,79,Double Fine Productions
NCAA Football 2003,90,EA Sports
We Cheer,56,"Machatin, Inc."
Madden NFL 07,76,EA Tiburon
LEGO Jurassic World,71,TT Games
NBA Live 09,75,EA Canada
Rory McIlroy PGA Tour,61,EA Tiburon
SingStar Dance,65,SCEE London Studio
Lords of the Fallen,68,"City Interactive, Deck 13"
Tomb Raider: Legend,82,Crystal Dynamics
Freedom Fighters,81,Io Interactive
Silent Hill: Origins,78,"Climax Group, Climax Studios"
Gun,79,Neversoft Entertainment
Fight Night Round 3,74,EA Chicago
The Punisher,68,Volition Inc.
Kirby and the Rainbow Curse,73,HAL Labs
SSX On Tour,80,EA Canada
Disgaea 3: Absence of Justice,78,Nippon Ichi Software
Tony Hawk's Pro Skater 3,90,Vicarious Visions
Way of the Samurai 3,58,Acquire
The Sims 2: Open for Business,78,Maxis
Rune Factory 2: A Fantasy Harvest Moon,77,Neverland
Harry Potter and the Prisoner of Azkaban,69,Griptonite Games
SimAnimals,70,Electronic Arts
NBA Live 2002,81,EA Canada
Way of the Samurai,74,Acquire
The 3rd Birthday,71,HexaDrive
Kung Fu Panda,76,"Luxoflux, Inc."
Epic Mickey 2: The Power of Two,59,Blitz Games Studios
Pac-Man Fever,47,Mass Media
Spectrobes: Beyond the Portals,70,"Jupiter Corporation, Jupiter Multimedia"
HSX HyperSonic.Xtreme,53,Blade Interactive
Lair,53,"Factor 5, SCE/WWS"
Madden NFL 2004,94,EA Tiburon
Summoner,74,Volition Inc.
Soul Sacrifice,77,"SCE Japan Studio, comcept"
DC Universe Online,67,WBIE
NBA Live 07,64,EA Sports
IL-2 Sturmovik: Birds of Prey,80,Gaijin Entertainment
The Walking Dead: Survival Instinct,34,Terminal Reality
Major League Baseball 2K10,76,Visual Concepts
Alice in Wonderland,69,Etranges Libellules
Ratatouille,55,Heavy Iron Studios
NBA Live 2004,85,EA Sports
Iron Man,56,Artificial Mind and Movement
Alien: Isolation,78,Creative Assembly
Pro Evolution Soccer 2010,82,Konami
Disney's Kim Possible: Revenge of Monkey Fist,62,Digital Eclipse
Naruto Shippuden: Clash of Ninja Revolution 3,74,8ing/Raizing
Ace Combat Zero: The Belkan War,75,Namco
Dragon Age: Origins,91,BioWare
Dynasty Warriors,62,Koei
NHL 07,76,EA Sports
SoulCalibur: Broken Destiny,80,Bandai Namco Games
Dragon Ball: Raging Blast,56,Spike
Naruto Shippuden: Ultimate Ninja Storm 3,70,CyberConnect2
The BIGS,71,Blue Castle Games
Dragon Ball Z: Supersonic Warriors,73,Arc System Works
NBA Ballers,82,Midway
Silent Hill 4: The Room,76,KCET
Capcom Classics Collection,78,Digital Eclipse
Tiger Woods PGA Tour 13,77,Electronic Arts
The Saboteur,73,Pandemic Studios
Sonic Riders,55,Sonic Team
Looney Tunes: Back in Action,51,Warthog
NHL 09,88,EA Canada
Bully: Scholarship Edition,83,Rockstar Toronto
WWE SmackDown vs. RAW 2007,81,Yuke's
Midnight Club II,86,Rockstar San Diego
Ratatouille,62,Asobo Studio
Avatar: The Last Airbender,60,AWE Games
The Mummy Returns,44,Blitz Games
Hitman: Blood Money,83,Io Interactive
Lost: Via Domus,54,Ubisoft Montreal
Crash: Mind Over Mutant,73,Radical Entertainment
Activision Anthology,75,Contraband Entertainment
Picross DS,83,Jupiter Corporation
Pro Evolution Soccer 2012,78,Konami
Final Fantasy II Anniversary Edition,63,TOSE
Test Drive Unlimited,80,Melbourne House
Unit 13,71,Zipper Interactive
R.U.S.E.,76,Eugen Systems
Theatrhythm: Final Fantasy,78,Indies Zero
Goldeneye 007: Reloaded,72,Eurocom Entertainment Software
Star Wars: Jedi Starfighter,81,LucasArts
Tactics Ogre: The Knight of Lodis,88,Quest
Sega Bass Fishing,59,Cavia Inc.
Dead or Alive Ultimate,83,Team Ninja
RPG Maker,66,Kuusou Kagaku
Major League Baseball 2K12,68,Visual Concepts
Dance Dance Revolution Universe 2,65,Konami
Burnout Revenge,89,Criterion Games
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,65,THQ
Monster Hunter,68,Capcom
NBA Street Homecourt,80,EA Canada
Tony Hawk's Underground 2,82,Neversoft Entertainment
SplashDown: Rides Gone Wild,80,Rainbow Studios
Shrek SuperSlam,67,Shaba Games
Rayman Advance,84,Digital Eclipse
Wet,69,Artificial Mind and Movement
Fantastic 4,64,7 Studios
Men in Black II: Alien Escape,50,Melbourne House
Alice: Madness Returns,70,Spicy Horse
Madden NFL 07,81,EA Canada
Spider-Man 2,61,Vicarious Visions
Ridge Racer 3D,75,Namco Bandai Games
Picross 3D,83,HAL Labs
Dynasty Warriors: Gundam 2,54,Omega Force
Super Monkey Ball 3D,55,Sega
SpongeBob SquarePants: Creature from the Krusty Krab,57,Blitz Games
F1 2012,84,Codemasters
Tony Hawk's Project 8,81,Neversoft Entertainment
Bleach: Soul Resurreccion,58,Racjin
The Matrix: Path of Neo,69,Shiny Entertainment
Dragon Ball Z: Supersonic Warriors 2,66,Arc System Works
Sonic Lost World,59,Dimps Corporation
WWE Wrestlemania X8,64,Yuke's
Boogie,57,EA Montreal
GoldenEye: Rogue Agent,61,EA LA
Fire Emblem: Radiant Dawn,78,Intelligent Systems
The Sims,85,Edge of Reality
Plants vs. Zombies: Garden Warfare 2,81,PopCap
Grandia III,77,Game Arts
Ace Combat: Assault Horizon,78,Project Aces
Scarface: The World is Yours,76,Radical Entertainment
Resident Evil: The Mercenaries 3D,65,Capcom
Star Wars Battlefront: Elite Squadron,61,n-Space
SpongeBob SquarePants: Creature from the Krusty Krab,56,WayForward
Pokemon Art Academy ,76,Headstrong Games
Medal of Honor,72,"Dice, Danger Close"
Asphalt 3D,43,Gameloft
Crazy Taxi,69,Acclaim
Dragon Ball Z: Burst Limit,72,"Dimps Corporation, Namco Bandai Games"
Spy Hunter 2,57,Angel Studios
Sniper: Art of Victory,36,City Interactive
Tales of Legendia,72,Namco
FIFA Soccer 09,84,EA Canada
Steel Diver,58,Nintendo
Bravely Second: End Layer,81,Silicon Studio
Alone in the Dark,58,Eden Studios
Shrek the Third,56,Amaze Entertainment
Need for Speed: Porsche Unleashed,62,Pocketeers
Far Cry 2,85,Ubisoft Montreal
NFL Street 2,78,EA Tiburon
Rock Band Unplugged,79,"Harmonix Music Systems, Backbone Entertainment"
Skylanders: SuperChargers,87,Vicarious Visions
You're in the Movies,55,Zoe Mode
Scene It? Lights Camera Action,73,"Screenlife Games, WXP"
MotorStorm: Apocalypse,77,Evolution Studios
Dark Sector,72,Digital Extremes
Tiger Woods PGA Tour 07,80,EA Redwood Shores
Plants vs. Zombies: Garden Warfare 2,80,PopCap
Mario Golf: World Tour,78,Camelot Software Planning
Secret Weapons Over Normandy,81,Totally Games
Crash of the Titans,73,Amaze Entertainment
Lollipop Chainsaw,70,Grasshopper Manufacture
The Saboteur,72,Pandemic Studios
Metal Gear Rising: Revengeance,82,PlatinumGames
Theme Park Roller Coaster,82,Bullfrog Productions
NHL 16,80,"EA Sports, EA Canada"
Midnight Club: Street Racing,50,Angel Studios
Tiger Woods PGA Tour 06,81,EA Sports
Fortune Street,68,Marvelous AQL
FIFA World Cup Germany 2006,72,EA Canada
World of Outlaws: Sprint Cars 2002,80,Ratbag
Children of Mana,65,Nex Entertainment
Sonic the Hedgehog,43,Sonic Team
Fantavision,72,SCEJ
X-Men: Next Dimension,61,Paradox Development
Dynasty Warriors Gundam,60,"Koei, Omega Force"
Doom 3 BFG Edition,67,id Software
Spider-Man 3,53,Vicarious Visions
Rock Band 4,79,Harmonix Music Systems
James Bond 007: Blood Stone,62,Bizarre Creations
Street Fighter X Tekken,83,Capcom
Dark Sector,72,Digital Extremes
ICO,90,SCE Japan Studio
World of Warcraft: Warlords of Draenor,87,Blizzard Entertainment
Ford Racing Off Road,37,Razorworks
Unreal Tournament III,82,Epic Games
FIFA Soccer 13,69,Electronic Arts
Victorious Boxers: Ippo's Road to Glory,75,New
Valkyrie Profile 2: Silmeria,84,Tri-Ace
Pinball Hall of Fame: The Williams Collection,82,Farsight Studios
Hot Wheels Velocity X,54,Beyond Games
MySims Racing,68,EA Games
F.E.A.R. 2: Project Origin,79,Monolith Productions
The Sims 2: Pets,65,Maxis
L.A. Rush,58,Midway
Crash: Mind Over Mutant,60,Radical Entertainment
Viva Pinata: Trouble in Paradise,82,Rare Ltd.
Epic Mickey 2: The Power of Two,59,Blitz Games Studios
NBA Ballers: Phenom,69,Midway
Need for Speed Carbon,74,EA Canada
Shadowrun,66,FASA Studio
Crazy Taxi: Fare Wars,64,Sega
"Warhammer 40,000: Dawn of War II",85,Relic
Emergency Heroes,41,"Ubisoft Barcelona, Ubisoft Reflections"
FlingSmash,48,Artoon
Downhill Domination,79,Incognito Inc.
Dead Space Extraction,82,"Eurocom Entertainment Software, Visceral Games"
Pirates of the Caribbean: Dead Man's Chest,70,Amaze Entertainment
Silent Hill: Shattered Memories,79,"Climax Group, Climax Studios"
World Series of Poker,46,Activision
Final Fantasy Crystal Chronicles: Echoes of Time,75,Square Enix
Rise of Nightmares,54,Sega
EA Sports UFC,70,EA Sports
Spider-Man 3,79,Vicarious Visions
Dead or Alive 4,85,Team Ninja
Godzilla: Save the Earth,62,"Pipeworks Software, Inc."
Dance Dance Revolution: Mario Mix,69,Hudson
Metal Gear Solid: The Twin Snakes,85,Silicon Knights
Tiger Woods PGA Tour 07,71,EA Redwood Shores
Art Academy: Lessons for Everyone,81,"Nintendo, Headstrong Games"
Mat Hoffman's Pro BMX 2,76,Rainbow Studios
One Piece: Pirate Warriors 3,74,Omega Force
2010 FIFA World Cup South Africa,69,Electronic Arts
Two Worlds II,70,Reality Pump
Football Manager 2015,80,Sports Interactive
SimCity Creator,67,Electronic Arts
Dragon Ball Z: Collectible Card Game,62,ImaginEngine
Harry Potter and the Order of the Phoenix,69,EA Games
The Sims 3: Ambitions,74,EA Redwood Shores
Disney's Kim Possible 3: Team Possible,76,Artificial Mind and Movement
Rygar: The Legendary Adventure,83,Tecmo
Syphon Filter: Logan's Shadow,85,Sony Bend
Kessen II,71,Koei
Brothers In Arms: Earned in Blood,71,Gearbox Software
Dragon Ball Z: Sagas,49,Avalanche Software
MX vs. ATV: Alive,61,THQ Digital Studio Phoenix
NBA Live 07,59,EA Sports
Brothers In Arms: Road to Hill 30,82,Gearbox Software
The Legend of Spyro: Dawn of the Dragon,57,Etranges Libellules
The Mark of Kri,80,SCEA
Need for Speed: Hot Pursuit,50,Exient Entertainment
Crash Nitro Kart,77,Vicarious Visions
Silent Hill: Downpour,64,Vatra
Jak and Daxter: The Lost Frontier,72,High Impact Games
Star Wars: Demolition,63,"Luxoflux, Inc."
Delta Force: Black Hawk Down,58,Rebellion
.hack//Outbreak Part 3,70,CyberConnect2
MX vs. ATV Untamed,67,Rainbow Studios
Boom Blox Bash Party,86,EA LA
Top Spin,89,Pam Development
Brothers In Arms: D-Day,65,Ubisoft Shanghai
The Golden Compass,41,Shiny Entertainment
Tomb Raider: Legend,67,Buzz Monkey
Just Dance 2014,71,Ubisoft
Enter the Matrix,63,Shiny Entertainment
LEGO The Hobbit,70,TT Games
PlayStation All-Stars Battle Royale,75,Bluepoint Games
The Powerpuff Girls: Relish Rampage,46,VIS Entertainment
Bleach: The Blade of Fate,83,Treasure
The Chronicles of Riddick: Escape from Butcher Bay,89,Starbreeze
NFL Head Coach,66,EA Tiburon
Tomb Raider: Underworld,70,Crystal Dynamics
Area 51,75,Midway Studios - Austin
NHL 2005,75,EA Sports
The New York Times Crosswords,79,BudCat
Star Wars Jedi Knight: Jedi Academy,76,Vicarious Visions
Dynasty Warriors: Strikeforce,65,Omega Force
Brain Challenge,68,Ubisoft
Enemy Territory: Quake Wars,69,Nerve Software
Major League Baseball 2K11,69,Visual Concepts
Burnout Dominator,76,Criterion Games
Crash of the Titans,69,Radical Entertainment
Red Faction: Armageddon,71,Volition Inc.
Tekken Advance,82,Eighting/Raizing
Shin Megami Tensei: Persona 3,86,Atlus Co.
Pirates of the Caribbean: At World's End,53,Eurocom Entertainment Software
